ActiveNewsReaders,Popularity,Verified,totalTweets,tweets,ptweets
MichelleDealZim,1.09023633325376,True,29527,"['A New York student sued Apple for $1 billion, claiming the company’s facial-recognition software falsely linked him to a series of thefts from Apple stores https://t.co/DMGsEYPJuv', 'Russians used a photo of his father as pro-Trump propaganda. He saw it in the Mueller report. https://t.co/Q9z8s8lIN3', 'She was crying so hard when she got to work, her boss thought she was distraught. The store security guard saw her and asked what happened.\n\n“I said, ‘Do you really want to know? My son got into Harvard.’ And the customers started clapping.” https://t.co/iSRuyfljkR', ""Trump's net approval just hit an all time low https://t.co/Yp0SWBKFhT"", 'Trump just tweeted today that: ""The Obama Administration did not do itself proud.""\n\nRETWEET if you are proud of ""The Obama Administration.""', ""JUST IN: Johns Hopkins University says it has reached a long-term agreement to get about two-thirds of the university's electricity from solar power. https://t.co/fzYAm3ikYo"", 'And in the U.S., 13-year old @AlexandriaV2005 of New York, 13-year old @havenruthie of Denver, and 16-year old @israhirsi of Minneapolis are some of the young people leading the fight at home. I hope more of us will follow their example. https://t.co/qe08CGHBEI', 'It appears Steve Moore may need to ""take vacation"" from his Fed aspirations. https://t.co/FciCHuvdGm', ""There are certainly people who do a ton of great reporting on #climatechange, including at the @NYTimes, @washingtonpost and @AP. But it's tough to argue the industry can't do more, even if it doesn't generate the clicks and ratings it should. #EarthDay https://t.co/Ls9ITNwYgo"", 'Mueller Report: This is the final word on Trump/Russia\nButina Sentencing Memo: Hold my beer.... https://t.co/Bn0VKEMmLp via @RollingStone']",new york student billion claim link theft store use photo father propaganda saw report hard got work thought distraught store guard saw ask happen said do want know son got custom start clap trump net hit time low trump tweet today say reach agreement get solar power u old new york old old young lead fight home hope u follow appear moor may need take fed ton great report tough cant even doesnt click rate report final word memo hold beer via
feinberg_linda,1.7128205128205127,False,167761,"['Pat Tillman was as honorable and selfless as they come. 15 years later his legacy continues to inspire. https://t.co/GJobXloHb5', 'Losing our Majority in 2020 would put everything we hold dear at risk. Republicans would be free to take a wrecking ball to Medicare, Social Security, and our health care. Help us prepare, fight back, and win with a small donation right now.', 'This is exactly why Mitchie the Kid must be voted out!\n\nhttps://t.co/LOM1IhKuQ4', ""This #EarthDay, let's commit ourselves to saving the planet from climate catastrophe.\n\nAnd let’s start with reducing the most extreme levels of toxicity: by impeaching Mr. Trump."", ""Trump Fed pick Stephen Moore called it a 'travesty' that women 'feel free' to play sports with men\n\nWhat a fucking idiot\n\nhttps://t.co/wj9HhuUjtS"", 'WATCH: GOP Congress in 1999 argues obstruction is impeachable https://t.co/jV8DadBqe3', 'When Trump’s tax returns finally come to light, I’ll bet he blames the IRS for all the shady things in them.', ""THAT is funny. And I'm a professional;) https://t.co/Qn47IOiI2y"", ""Trump says 'nobody' disobeys him. Here are 13 times his staff did just that\n\nHuh ... Imagine that.\n\nhttps://t.co/X4K13TwRUq"", 'Can’t wait to see how the WH tries to block this by citing executive privilege, given McGahn has already testified to these events and his testimony has been made public. Will be a huge stretch. https://t.co/I7lCzaU89S']",pat honor selfless come year later lose major would put hold dear risk republican would free take wreck ball social health care help u fight back win small right must vote let commit save planet let start level toxic impeach trump trump fed pick moor call woman feel free play sport men idiot watch congress obstruct impeach trump tax return final come light bet blame thing profession trump say disobey time staff huh can wait see tri block cite given event made public huge stretch
SaraGomezAranci,4.302375809935205,False,697102,"[""Elizabeth Warren wants to cancel your student loan debt and make college tuition-free. Here's what you need to know: https://t.co/usioUk2bFw https://t.co/gWeawWuP6q"", 'Ola Bini is a long-time privacy activist and should be released immediately. We are very concerned about the implications of his arrest and his safety. #FreeOlaBini #Ecuador https://t.co/wRIjEuVNRB https://t.co/NVrX9y8mkp', 'Now that the Assange indictment is filed and unsealed, why is Chelsea Manning still in jail? https://t.co/TCxjmkpgIh', 'Pretty impressive “unintentional” mistake, gotta hand it to them. https://t.co/O9RJjTPnTC', ""Disappointed to see this. @PeteButtigieg appears not to understand the indispensable role that whistleblowers have played, and his faith in congressional oversight in this context is naive or uninformed. Hope this isn't where he'll land on these issues. https://t.co/uszWsoEAx3"", 'Money market debt register claims of the Swiss Confederation: Results https://t.co/U0gSThReHB', ""Results of the Swiss National Bank's US dollar auctions of 17.04.2019 https://t.co/w4sOQGg6uR"", 'Latest survey updates https://t.co/193ZinBeL9', 'Announcements and conditions for new money market debt register claims of the Swiss Confederation (in Swiss francs) https://t.co/6Q4bluALOJ', 'Ces gorilles prennent la pose - très humaine - pour un selfie\nhttps://t.co/xLf7lm6wX6 cc @MunguikoShamavu https://t.co/IyYviAtbGj']",warren want cancel student loan debt make here need know activist concern arrest indict file unseal man still jail impress unintent got ta hand disappoint see appear understand role play faith oversight context hope hell land money market debt claim swiss result result swiss nation bank u dollar auction latest survey new money market debt claim swiss swiss franc ce la pose pour un
iManishModi,1.4604726976365119,True,13644,"['See how much CO2 the Earth is churning out in real time https://t.co/ESsE8ZfOv0 https://t.co/oSKpqdBaAx', ""#CongAdmitsJhoot | MASSIVE: Rahul Gandhi admits he lied on Rafale, tells Supreme Court 'It was in the heat of the moment' and he regrets it\nhttps://t.co/QPIz7oCGPT"", ""#Alert | Sri Lanka police find 87 bomb detonators at Colombo's main bus station: Reuters \n\nTrack LIVE updates: https://t.co/dSXrPTfjgZ\n\n#SriLankaBlasts #Colombo #SriLanka"", 'कांग्रेस के उम्मीदवारों पर AAP का पलटवार, मनीष सिसोदिया बोले- अब दिल्ली की जनता से होगा गठबंधन\nदेखिए @PankajJainClick की ये रिपोर्ट \n#ATVideo \nअन्य वीडियो: https://t.co/0lHmKyYioS https://t.co/8EaJMt4zGS', 'Rahul Gandhi’s Amethi nomination papers valid, says district returning officer\n\nhttps://t.co/tpWuPoLVHb', 'क्योंकि प्रियंका की सुरक्षा में हमेशा एसपीजी की सुरक्षा रहती है, ऐसे में एसपीजी के सुरक्षाकर्मियों ने पहले खाना चख कर चेक किया और बाद में प्रियंका ने खाना खाया. | @mausamii2u \nhttps://t.co/9jhHmAUifH', 'Most of the art in U.S. museums is by white men https://t.co/SF69hlgQIb', 'लोकसभा चुनाव: अखिलेश यादव ने कांग्रेस को बताया देश की सबसे बड़ी धोखेबाज पार्टी https://t.co/67AtvPVQKJ', 'Get ready for #AvengersEndgame\n\nRT 🔁 or LIKE ❤️ for a Paytm Surprise! https://t.co/qnsM2dcdm2', 'Congress spokesperson Priyanka Chaturvedi lashed out at her own party for reinstating some of its leaders days after they were suspended for unruly behavior with Chaturvedi.\nhttps://t.co/Bbk2Qx73Yk']",see much earth churn real time admit lie tell court heat moment regret alert sri find bomb main bu station track live paper valid say district return art u museum white men get like congress lash leader day suspend behavior
ganeshmahnar,6.817361894024803,False,104921,"['#Madhepura in Bihar\n\n#RomeoAkbarWalter Pope ka\n#Madhepura Gope Ka\n\nFight between Three Yadavs(Gope)\nSharad Yadav (RJD)\nPappu Yadav\nDinesh Chandra Yadav (JDU)', '@Suyash75 Suyash ji\nToday CPF are manning 92% of booths is Bengal. If any untoward incidents happen in rest 8% manned by state police,  then EC Special observer Shri A K Nayak will order 100% CPF in rest four phases', 'गत 5 वर्षों में हमने देखा कि देश में जब एक मजबूत और निर्णायक सरकार होती है तो किस तरह भारत का तिरंगा विकास के नये मापदंड स्थापित कर पूरे विश्व में लहराता है।\n\nतीसरे चरण के मतदाताओं से अपील करता हूँ कि मतदान अवश्य करें। आपका एक वोट देश की सुरक्षा, गौरव और सम्मान का आधार है।', ""In 1991 India's Foreign Exchange Reserves Were $5.8 Billion\n\nIn 1991 Pakistan's Foreign Exchange Reserves Were $1.2 Billion\n\nIn 2019 India's Foreign Exchange Reserves Are $400 Billion  \n\nIn 2019 Pakistan's  Foreign Exchange Reserves Are $8.8 Billion https://t.co/iF7B9NjJcr"", '#Phase3 #IndiaElections2019\xa0\xa0is today . Appeal to all  to #GoVote and make vote count in the largest festival of Indian Democracy .My #SandArt at #Puri beach, #Odisha. https://t.co/mxuaCD8ZfT', 'Vote for Development\nVote for terror free India \nVote for Security of the Nation\nVote for Developed India\nVote for hunger free India \nVote for Growth\n#PahleMatdaanPhirJalpaan\n#VoteKar https://t.co/oUAP40YiEl', 'Today is the day of festival of Democracy, the third phase of polling in 117 Loksabha constituencies. Please go and use your Constitutional and Democratic right to vote. \n\nVote to elect a honest, Non corrupt government who will take India to a new height and work without bias. https://t.co/dJhV7gmqBJ', 'Urging all those voting in today’s Third Phase of the 2019 Lok Sabha elections to do so in record numbers. Your vote is precious and will shape the direction our nation takes in the years to come. \n\nI’ll be voting in Ahmedabad in a short while from now.', 'CM कमलनाथ के भतीजे की कंपनी पर छापा, 1,350 करोड़ रुपये से अधिक की कर चोरी पकड़ी गई\n\nhttps://t.co/W8Co82aJ1i', 'See how much CO2 the Earth is churning out in real time https://t.co/ESsE8ZfOv0 https://t.co/oSKpqdBaAx']",pope ka ka fight three today man booth untoward happen rest man state special order rest four phase foreign billion foreign billion foreign billion foreign billion today appeal make vote count beach vote develop vote terror free vote nation vote develop vote hunger free vote growth today day third phase poll plea go use democrat right vote vote elect honest non corrupt govern take new height work without vote today third phase elect record number vote shape direct nation take year come vote short see much earth churn real time
MarcelaEugeniaL,1.8164794007490637,False,7560,"['See how much CO2 the Earth is churning out in real time https://t.co/ESsE8ZfOv0 https://t.co/oSKpqdBaAx', '🔶🔷🔶 Así será parte de nuestro mosaico para el día de mañana en la Final de Ida de Concacaf, el resto lo descubrirás en el Uni cuando entren los jugadores al campo y, además, tú serás parte del mismo con tu bandera y tu jersey extra.\n\nP.D. No olvides el papel picado.\n👊 ¿Jalan? https://t.co/jEOrbnRYtQ', 'Sansa: what about the north\n\nDaenerys:\n\n#GameofThrones https://t.co/xV0xIg7Ayp', 'Calculating the surface area of a sphere https://t.co/fupEXGuSMA', '@Memo_Vasquez HAhaha 🦁🦁🦁', 'Paradise 🌎 #earthday #peñol #Colombia https://t.co/5KCyxTfrXB', 'Arya in the show vs Arya in our mind\n#GameofThrones https://t.co/9ziLDDlkTK', 'that gendry and Arya scene tho \n https://t.co/FOve8frQTA', '¡RT RT RT! 🐯\n\nPara este martes en el juego de ida... \n\nTODOS, ABSOLUTAMENTE TODOS, CON SU JERSEY AMARILLO Y UNO EXTRA EN MANO.\n\n- Papel Picado y rollos (libros viejos, revistas, folletos, todo vale)\n\n-Banderas ( 1m x 1.20m, PVC 3cm de diámetro)\n\nSi juntos estamos, seguro podemos https://t.co/kdv3TP1hsV', 'Wednesday 17th April 2019 Thought Of The Day From Morden &amp; South Wimbledon Stations https://t.co/UjdojFJ4sH']",see much earth churn real time part de para el de en la final de de el lo en el lo al campo part con tu tu jersey extra el north area sphere show v mind scene tho para mart en el de con jersey amarillo extra en mano vale de si junto thought day south station
jyotsna2964,1.0390243902439025,False,19327,"[""We're losing the war on climate change @jdsutter #EarthDay \nhttps://t.co/cPAOTYvB8j\n\nThe deadlines aren't the problem. It's our failure to heed them. \n\n@AidanRGallagher @LeoDiCaprio @MikeBloomberg @MikeHudema @AfrozShah1 @deespeak @iam_juhi @Culbs @RobertoValentUN @Lise_Kingo https://t.co/Eh1llmiZG4"", ""Had to share ONE more @Avengers Mash-Up sneak peek! Can't wait for you to see it tonight!! #AvengersEndgame #FallonTonight https://t.co/1PFJO8YHed"", 'Focus on this.  The future of the nation is at stake.  This is a big. https://t.co/Bc8Xj0lfEe', 'Do healthy diets help reduce anxiety and depression? https://t.co/LR34RyRSvW', ""Books change lives! Find out more from @UNESCO on Tuesday's World #BookDay: https://t.co/Jh3DmipBOP  #GlobalGoals https://t.co/88TzRvj2Km"", 'See how much CO2 the Earth is churning out in real time https://t.co/ESsE8ZfOv0 https://t.co/oSKpqdBaAx', 'Presidential candidate Sen. Bernie Sanders takes the stage with @ChrisCuomo in Manchester, New Hampshire, to field questions on issues impacting young voters. Watch now on CNN: https://t.co/UYpqI3w42L #SandersTownHall https://t.co/Kkc1GR6an6', '“Journalism” at its lowest.  Blames \u2066\u2066@realDonaldTrump\u2069 for 2016 election meddling by Russia w/o pointing out that Obama, Rice, Lynch, Clapper, Brennan, and Comey where in charge!Mueller Exposed Trump’s Biggest Betrayal - New York Magazine https://t.co/OnJchpVZOi', ""Tonight I met with the tenants at Columbia Arms, a senior building at 5th &amp; Madison, along /Councilman @MichaelRussoNJ The landlord made some improvements to the common areas, but we have a long way to go &amp; I'm committed to making sure the concerns of our seniors are addressed. https://t.co/Ryt10mAH7z"", 'Our Environment programs are driving strong, measurable and local action on climate change – helping to retire coal-fired power plants, make cities more sustainable and more. Today, we’re highlighting our impact and forward progress to protect the planet. #EarthDay https://t.co/EPibyc7Qex']",lose war chang arent problem heed share one sneak peek cant wait see tonight nation stake big diet help depress book chang live find world see much earth churn real time candid sen sander take stage new field question impact young voter watch journal blame elect russia wo point rice lynch clapper trump biggest betray new york tonight met tenant arm senior build along councilman landlord made common area long way go commit make sure concern senior address environ program drive strong local action chang help power plant make sustain today we re highlight impact forward progress protect planet
deborahc613,2.227467811158798,False,45459,"['this month Laura Ingraham has compared Planned Parenthood to ""KKK"" ""butchers"" —and @google is sponsoring her show; https://t.co/LmmfmONoLK', 'Looks like Trump’s latest Exec Order is aimed at African tourists &amp; business visitors. Has Stephen Miller’s hateful fingerprints all over it.  https://t.co/4SkTPMFlv8', 'See how much CO2 the Earth is churning out in real time https://t.co/ESsE8ZfOv0 https://t.co/oSKpqdBaAx', '‼️ICYMI‼️\n\nNadler has subpoenaed Don McGahn to appear before Congress to testify and to bring with him some very interesting documents.\n\nCheck out the Schedule...\n\n#PostMuellerReport  https://t.co/37RP4egjmi', ""Dem conference call\n- Waters say she isn't organizing impeachment effort\n- Schiff says let's do this soberly\n- Dem chairs lay out next steps, what is publicly known\n- Neal says he'll proceed cautiously to get taxes\n- Huffman said think about consequences of NOT impeaching Trump https://t.co/HKtcXmIRU2"", '@realDonaldTrump 🤣😂🤣😃🤣😂 #MrIDontRemember', ""@crampell Pls tweet out when you're on tv. Enjoy your point of view. Thks!"", 'A question I’ve been pondering: Why are crank-ish economic views (not just on the right btw) seemingly so often coincident with misogynistic views/behavior? Not obvious to me why these outlooks would be bundled together. Is this just chance?', 'You forgot the “Republican is in the White House” exception to this rule https://t.co/rWzuMBoG6U', '@realDonaldTrump EVERYONE hates you.']",month laura plan parenthood butcher sponsor show look like trump latest order aim tourist visitor miller hate fingerprint see much earth churn real time subpoena appear congress bring interest document check call water say organ impeach effort say let chair lay next step known neal say hell proceed cautious get tax said think impeach trump tweet your enjoy point view question ponder view right often misogynist outlook would forgot republican white except rule hate
DoKscho,2.825242718446602,False,66725,"['-Asia stocks mixed\n-Energy stocks outperform on MSCI Asia Pacific Index\n-Yen climbs ahead of 10-day holiday\n-Deluge of earnings\n-Oil cements a rally after U.S. plans to scrap waivers\nhttps://t.co/IwQ5HlQaXa https://t.co/Dm0keenWsi', 'NBA players practice moves like the step back jumper over and over again https://t.co/q3QFZZVKed', ""Here's a look at 10 ways Google tries to make its campuses around the world more sustainable https://t.co/4Fu68jqUna"", ""What's going wrong with Malaysia's markets? https://t.co/dZbqrtB2TA https://t.co/BhZYioFlML"", ""A group of Microsoft and GitHub employees have come out in support of Chinese tech workers protesting the infamous '996' work hours https://t.co/cwj29mXVKv"", 'With drug prices under fire, pharma lobby that represents 37 drug companies spent $9.91 million in the first quarter—near previous records https://t.co/RfHQkD7ob6', 'Maximize the benefits of your workout by doing it before you have to think https://t.co/GvoXZTpm9Z', 'Elon Musk says Tesla has designed the ""best chip in the world"" and ""it’s in the cars right now.""\n\nCatch up on Tesla\'s investor day https://t.co/4Ncb9evTmU https://t.co/nrffqygffp', 'SEO, social media strategy and back links are all online elements you should be thinking about to meet your target customers online. https://t.co/Cm4gQcYAcw', 'AT&amp;T Inc. settled a lawsuit with Sprint over whether its use of a “5G E” icon tricked consumers into thinking they were getting access to a fifth-generation network https://t.co/enem842xYp']",stock mix stock outperform index yen climb ahead holiday earn oil cement u plan scrap waiver player practic move like step back jumper here look way tri make campus around world sustain what go wrong market group come support chine tech worker protest work hour drug price fire drug spent million first record maxim benefit workout think musk say design best chip world it car right catch investor day social medium strategi back link element think meet target custom lawsuit sprint whether use icon trick think get access network
tradnews_,1315.0,False,557286,"['Elon Musk says Tesla has designed the ""best chip in the world"" and ""it’s in the cars right now."" \n\nCatch up on Tesla\'s investor day https://t.co/tpoY8FvTLM https://t.co/wqfVVA3NrJ', 'BOJ monetary policy meeting this week - preview  https://t.co/xgpluOKmMQ', 'Asian shares steady after Easter weekend; oil hits 2019 highs https://t.co/CIfn8ahc8W https://t.co/oJxBujSDvr', 'Bittrex - Volume changed on Dent (BTC/DENT)! Price: 0.00000015 (+7.14%), Volume: +31.68% https://t.co/xg09DOGLhb', 'Chinese stocks largely traded lower on Tuesday, but the Shanghai Property Index remains stable after tumbling 4% yesterday https://t.co/28dr9AjNbS https://t.co/gpDZxsLjxx', '-Asia stocks mixed\n-Energy stocks outperform on MSCI Asia Pacific Index\n-Yen climbs ahead of 10-day holiday\n-Deluge of earnings\n-Oil cements a rally after U.S. plans to scrap waivers\nhttps://t.co/IwQ5HlQaXa https://t.co/Dm0keenWsi', 'In a letter shared with co-workers and reviewed by The New York Times, Claire Stapleton, a marketing manager at YouTube, said Google had demoted her after she urged colleagues to walk out from the company last year over its treatment of sexual harassment. https://t.co/NylsjIU4Ex https://t.co/NIkhWFitjk', 'This ""doomsday prepper dream home"" in the Nevada desert is on sale for $900,000 — take a look inside. https://t.co/ILnd7W6VOt via @CNBCMakeIt https://t.co/F2bFbHgi4x', 'Cain withdraws from Fed consideration, citing lower pay, influence https://t.co/wF5UWajuQg https://t.co/Ik4eHmYnVf', 'She is EVEN HOTTER Than Ada! HOT, HOT, HOT! 56 % PROFIT https://t.co/gayZnWDxQW 🚀Nash (NEX) about to Mo0n? ⟶ https://t.co/ibHB6cg51p √ https://t.co/zvkeHV4I0F']",musk say design best chip world it car right catch investor day meet week preview share easter weekend oil hit high chang dent price chine stock trade lower shanghai index remain yesterday stock mix stock outperform index yen climb ahead holiday earn oil cement u plan scrap waiver letter share review new york time market said walk last year treatment sexual harass doomsday dream home desert sale take look via cain withdraw fed consider cite lower pay even hotter hot hot hot profit
ridgewood_jolt,1.3048780487804879,False,322,"['Under @GovMurphy’s guidance, New Jersey will become a stronger, fairer, and cleaner state. He has been dedicated to growing a cleaner and greener NJ for the health of our families and businesses since day one! #CleanEnergy4NJ @NJLCV @njspotlight https://t.co/yg6vJyh2SD', 'Facebook has assembled a small army of fact-checkers. Too small. https://t.co/VPT0Q4qbVX', 'Trump wants to bring back Asbestos.\nYeah, you heard that right...\n\nGuess who imports almost ALL Asbestos?\n\nRussia!!! https://t.co/ftRAszy49y', 'While over 100 constituents were in a hall in Ridgewood asking questions to an empty chair @RepJoshG was tweeting on everything else. Why do you have time to tweet but not meet with constituents who only want to ask you simple questions?', '@RepJoshG Why do you have time to tweet but not meet your constituents? Where are you?', 'Over 100 constituents came out to ask almost 50 questions. What a missed opportunity for @RepJoshG. These are the people who worked really hard to get you elected. https://t.co/PzuNfxNqDa', 'Cup of Joes’ get together are great. However a Town Hall where everyone hears the answer should be added to the mix. Why is that an issue? @RepJoshG https://t.co/YWBp9Ew8SF', 'Cup of Joes’ get together are great. However a Town Hall where everyone hears the answer should be added to the mix. Why is that an issue? @RepJoshG https://t.co/YWBp9Ew8SF', 'Constituents waiting for @RepJoshG packed room of people who called, canvassed and worked hard to get him elected. All we want is a Town Hall where our questions are answered publicly. https://t.co/loS4nUdJC0', '@RepJoshG That is not a town hall. We are waiting']",new jersey fairer cleaner state grow cleaner greener health day one small small trump want bring back yeah right guess import almost russia hall ask question chair tweet el time tweet meet want ask question time tweet meet came ask almost question miss work hard get elect cup joe get great town hall hear answer ad mix cup joe get great town hall hear answer ad mix wait pack room call canvas work hard get elect want town hall question answer town hall wait
ShawnaLeneeShow,2.860306521661103,True,140277,"['Excellent piece from Nick Castele at ideastream detailing a scam operation that cost all of us millions while it was operating, and millions more to clean up the site after the damage was done. https://t.co/9oang4PJrQ', 'It’s naptime for Japan’s convenience stores https://t.co/ZcuoPYAIHM', 'https://t.co/KOKcPu5Cis', '😭😭😭😭😭😭😭😭 https://t.co/Hbqwhj5WjX', 'This is the halftime show we need 🔥 https://t.co/qOT787c35u', '@StumblerWTF @woodenchzhed 😯😯😯', 'Let’s All do Our Part &amp; #Preserve the #Earth ☀️\nMinimize the #carbonfootprint 👣 And Save the Planet 🌎 \nHappy #EarthDay2019 🌷 https://t.co/qvR5dDUkYF', 'I answered all of my messages back from earlier today at https://t.co/7gzHdZ6W8v! 🌸⭐ Need more chats, so JOIN + Send me a message! 🌸⭐', '960+ SECRET Photos are at https://t.co/7gzHdZ6W8v! 💜🌿 Please check it out and JOIN WITH ME! \n\n🌿💜🍍🌿💜🍍', 'Your thoughts are positive when they are thoughts of what you want and love! ... It is that simple and that easy.']",excel nick detail scam cost u million million clean site done it japan store show need let part earth minim save planet answer back today need chat join send secret photo plea check join thought posit thought want love
SouzaEluam,1.0065934065934066,False,126517,"['Japan sees limited impact from U.S. decision on Iran sanctions: minister https://t.co/ophxog4lW1 https://t.co/MibcVU6IBe', 'Frantic hunt for dozens of people feared buried under a building near Manila that collapsed in the powerful earthquake that struck the Philippines\nhttps://t.co/NEjcavvrRN https://t.co/V5Dg8KMFOU', 'Maisie Williams speaks out on that Arya and Gendry scene #GameofThrones https://t.co/WvfKKxanTd', 'Macri ratificó que será candidato e hizo un pronóstico de la elección https://t.co/TJanO2zaoc', 'New #IRA apologizes for killing journalist Lyra McKee https://t.co/YMRV67L5Zp', '&gt;@esportefera ESPN lança reality show para escolher novo comentarista de esportes americanos https://t.co/KdarvGmmxN https://t.co/q2ZUH1x4WS', ""James Brolin Says Son Josh 'Dropped Everything' When His Daughter Was Born  #PeopleNow https://t.co/kK2z0Jppp1 https://t.co/TOcDguUSaT"", 'فضائح #الإخوان الكبرى .. الفبركة والسرقة والتحرش والشائعات تفشل أمام إرادة #المصريين\n#صدى_البلد #البلد\nhttps://t.co/wpMUhZu4UD', 'Cada vez mais comum, o “coworking” é um sistema em que diferentes profissionais ou empresas compartilham o mesmo escritório e dividem os custos https://t.co/vW4auoCedJ #G1', 'وزير التعليم يعلن النتائج الأولية لاستطلاع رأى طلاب الأول الثانوى فى المنظومة\nhttps://t.co/85p75Zugyv']",japan see limit impact u sanction frantic hunt dozen fear buri build near manila power struck speak scene un de la new kill journalist lyra show para de say son josh drop daughter born um em o
elcarpo,13.117016317016317,True,336204,"['Hola @Fatinoriega @MalenaStein @salvinamusica. Quisiera pedirles si me pueden dar RT a este msje: Estimados twitteros, les cuento q doy clases d apoyo en las materias Psicología del CBC (UBA XXI) Y Semiología del CBC (UBA XXI). Interesados/as pueden contactarme por aquí o p/ MP.', 'The three hotels at Disneyland are selling out, with only $763-a-night rooms left for the opening day of the new Star Wars land https://t.co/MXT5Nubb3i', 'Despite the overall calm at the #Gaza border, Hamas allows some Palestinians to reach the fence. In this instance, these Palestinians look young but are a part of a Palestinian border unit whose purpose is to infiltrate through the security fence. #Israel https://t.co/fu2z8Nfyxl', ""GoT: As a long-time storyteller, I'm in awe of how perfectly the minds behind this show brought all the major characters together at Winterfell. They made it look easy. Constant Readers, it is not."", 'Facebook contrata, literalmente, a una abogada de guerra para liderar su equipo legal global. https://t.co/8NpCH2hCcu', '@MicaelaLibson Cojer es con ""j"", lo re banco', 'En el lunfardo todo lo que parece con z es con s y lo que parece con v es con b. El resto, es sarasa. Y cojer es con j.', '@elcarpo $500 a la SUBE = MEAMI', 'Es necesario aclarar que esta sentencia no alcanza la jurisdicción de ""esas comisiones que cobra la patria por hacer las cosas bien, ya que se entienden libres de toda carga impositiva, registro público y control judicial"" LA COMISIÓN https://t.co/qvIrfkay8c', 'Julio Iglesias rechazó la oferta de Maluma de sumarse a Metallica (?). https://t.co/oyuniZfOuy']",si dar en la three hotel sell room left open day new star war land calm border allow reach look young part border unit whose got awe mind behind show brought major made look constant reader de para legal global e con lo banco en el lo con e con lo con e con el e e con la e la de cobra la patria la bien ya se de carga control la julio la de de
BluePhoenixFin,17.557692307692307,False,140110,"[""WHITE HOUSE SAYS U.S., SAUDI ARABIA, UNITED ARAB EMIRATES 'HAVE\xa0AGREED TO TAKE TIMELY ACTION TO ASSURE THAT GLOBAL DEMAND\xa0IS MET AS ALL IRANIAN OIL IS REMOVED FROM THE MARKET'"", 'Senior BoJ Official: Will Ease Policy Further As Needed If Momentum For Hitting Price Target Threatened\n-Various Steps Possible If We Decide To Ease', '#HongKong’s MPF is missing out on the world’s biggest bull run https://t.co/6TJG69Y51b', 'China Equity Funds Added Stocks in 1Q by Most in 3 Years: CICC\n\nmomentum &gt; fundamentals', 'Opinion: Forget the hype — why #5G is about to disappoint you https://t.co/mPKnmT5GGh', 'Japanese Chief Cabinet Secretary Suga: We Will Exchange Opinions With Domestic Firms On Iranian Oil', 'Japan markets will be closed from April 26 (after the close) until May 7', 'Japanese Finance Minister Aso: Declines To Comment On Content Of Discussions With Mnuchin', 'No mahjong, corpses or back-stabbing concubines: all you need to know about China’s new video game censorship regime https://t.co/hHiQg9m8Bl', 'Smart Money: You Could Have Made 36.00% In 5 Months: Had you followed our Algo, you could have made 36.00% in 5 mths shorting this stock using Interbank equity options. Read Full Strategy: https://t.co/qOSd2RGKhB https://t.co/ghCnTjkMoP']",white say u unit emir agre take time action global demand met oil market senior ea need momentum hit price target threaten step ea miss world biggest bull run china fund ad stock year momentum fundament opinion forget disappoint chief cabinet opinion firm oil japan market close close may comment content discus corp need know china new video game censorship smart money could made month follow could made short stock use interbank option read full strategi
angeljimenez,9.055725971370142,True,122391,"['NYC is booming. Tax revenue growing nicely. The city is bursting at the seams. No one dares to even propose new subway lines. Imagine what happens if, say, real estate prices stay flat for a decade.', 'A fact that should not have taken years in practice to realize: most people in poor health did nothing to deserve it and pretty much anyone that enjoys good health should consider themselves fortunate rather than deserving.', 'Again, it makes no logical sense that tax cuts for the wealthy few are considered investments but economic stimulus for working people is considered a handout. That viewpoint is pure classism &amp; driven by a greater disdain for the poor than for poverty.', 'Full Self-Driving video\nhttps://t.co/9ESU8LLGFU', '#AvengersEndgame https://t.co/kcXuYJVl3k', '100.000 personas han votado ya en nuestra encuesta para conocer al ganador del debate. Y la mitad de los lectores han votado por Rivera: #ELDEBATEenRTVE https://t.co/AjPxn9P7xl', 'The three hotels at Disneyland are selling out, with only $763-a-night rooms left for the opening day of the new Star Wars land https://t.co/MXT5Nubb3i', 'Hey @elonmusk - just letting you know that as we speak, short sellers are discussing trying to deliberately cause an accident with one of your FSD vehicles in order to make Tesla look bad. https://t.co/q0XjhGFt7I', ""Tesla's self-driving chip has some impressive specs. #Tesla #NeuralNetworks https://t.co/jwD6mrsc2N"", 'Slumping demand. Went from 10k model3 sold to 125k YOY. That’s slumping demand??? The number one selling car. FUD FUD BS. I’m off to Palo Alto to see the future. $tsla #tesla']",boom tax grow nice burst seam one dare even new subway line happen say real price stay flat decad fact taken year practic poor health much enjoy good health rather make logic sen tax cut invest work handout viewpoint pure classism driven greater disdain poor full video persona han ya en para al la de lo lector han three hotel sell room left open day new star war land hey let know speak short seller discus tri one order make look bad chip impress spec slump demand went sold yoy that slump demand number one sell car fud fud b alto see
